short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
T. Lemperle,18,187,80,Germany,1. FC Köln,German 1. Bundesliga,62,80,625000,2000,"RM, RW, LM",Right,1,3,2,Medium/Medium,Lean,No,1500000.0,,RES,25.0,,2020-05-13,2023.0,,,67.0,59.0,56.0,66.0,31.0,55.0,,,,,,,,63,62,40,60,52,70,50,45,53,68,67,67,61,44,53,65,34,54,62,50,44,27,52,49,55,45,,33,30,9,10,8,7,7,58+2,58+2,58+2,61+0,60+0,60+0,60+0,61+0,59+2,59+2,59+2,61+2,54+2,54+2,54+2,61+2,49+2,45+2,45+2,45+2,49+2,46+2,40+2,40+2,40+2,46+2
Famana Quizera,18,170,65,Portugal,Borussia Mönchengladbach,German 1. Bundesliga,62,80,625000,2000,CAM,Right,1,3,2,Medium/Low,Lean,No,1500000.0,,RES,27.0,,2020-05-26,2021.0,,,64.0,55.0,60.0,71.0,38.0,43.0,,,,,,,,55,55,45,64,52,72,62,54,57,71,64,64,72,53,84,60,60,54,35,48,47,35,55,60,58,52,,40,38,12,8,8,11,12,57+2,57+2,57+2,62+0,61+0,61+0,61+0,62+0,62+2,62+2,62+2,62+2,59+2,59+2,59+2,62+2,52+2,50+2,50+2,50+2,52+2,49+2,43+2,43+2,43+2,49+2
A. Moueffek,19,179,75,France,AS Saint-Étienne,French Ligue 1,62,80,650000,3000,CM,Right,1,3,2,Medium/Medium,Normal,No,1700000.0,,SUB,34.0,,2020-07-01,2022.0,,,69.0,43.0,60.0,68.0,63.0,60.0,,,,,,,,49,37,58,66,39,67,47,47,64,69,70,68,75,59,65,59,55,59,59,38,63,60,59,63,50,59,,64,63,14,7,9,11,14,57+2,57+2,57+2,60+0,60+0,60+0,60+0,60+0,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,62+2
Arribas,18,173,66,Spain,Real Madrid,Spain Primera Division,62,80,625000,7000,"CAM, RM, LM",Left,1,3,3,Medium/Medium,Normal,No,1700000.0,,RES,30.0,,2020-09-20,2021.0,,,68.0,46.0,55.0,71.0,33.0,52.0,,,,,,,Technical Dribbler (AI),37,52,36,65,37,73,49,35,61,70,69,68,67,65,69,47,58,59,51,35,44,21,46,58,40,62,,36,41,9,7,5,11,14,55+2,55+2,55+2,60+0,60+0,60+0,60+0,60+0,62+2,62+2,62+2,61+2,58+2,58+2,58+2,61+2,50+2,49+2,49+2,49+2,50+2,47+2,42+2,42+2,42+2,47+2
M. Thiaw,18,191,80,Finland,FC Schalke 04,German 1. Bundesliga,62,79,575000,1000,"CB, CDM",Right,1,5,2,Medium/Medium,Lean,No,1300000.0,,RES,33.0,,2020-01-01,2024.0,,,62.0,43.0,49.0,46.0,62.0,67.0,,,,,,,,37,43,71,60,36,40,38,44,51,49,60,63,50,57,60,50,70,65,72,35,56,58,40,42,64,49,,64,62,10,6,15,11,9,51+2,51+2,51+2,47+0,48+0,48+0,48+0,47+0,48+2,48+2,48+2,49+2,51+2,51+2,51+2,49+2,56+2,58+2,58+2,58+2,56+2,58+2,62+2,62+2,62+2,58+2
B. Johnson,20,180,70,England,West Ham United,English Premier League,62,78,625000,4000,"RB, LB",Right,1,4,2,High/Medium,Lean,Yes,1600000.0,,SUB,31.0,,2017-12-03,2022.0,,,71.0,32.0,50.0,60.0,58.0,55.0,,,,,,,Injury Prone,58,23,57,55,30,56,47,39,49,61,71,71,68,59,75,44,65,62,50,36,54,55,49,38,39,50,,60,61,10,10,15,12,9,49+2,49+2,49+2,54+0,51+0,51+0,51+0,54+0,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,60+2,56+2,56+2,56+2,60+2,60+2,57+2,57+2,57+2,60+2
N. Djouahra,20,171,67,France,Real Sociedad,Spain Primera Division,62,78,675000,4000,LW,Right,1,2,4,Medium/Low,Normal,No,1800000.0,,RES,31.0,,2018-07-03,2021.0,,,67.0,56.0,61.0,69.0,30.0,53.0,,,,,,,"Flair, Technical Dribbler (AI)",51,60,38,70,48,68,60,44,65,67,71,64,77,55,81,56,47,53,58,53,44,28,50,58,47,63,,31,29,8,9,11,9,6,58+2,58+2,58+2,62+0,61+0,61+0,61+0,62+0,63+2,63+2,63+2,62+2,59+2,59+2,59+2,62+2,49+2,48+2,48+2,48+2,49+2,45+2,40+2,40+2,40+2,45+2
H. Nicolussi Caviglia,20,180,70,Italy,Juventus,Italian Serie A,62,78,650000,8000,"CM, CAM",Right,1,3,2,High/Medium,Lean,No,1500000.0,,SUB,41.0,,2019-03-08,2024.0,,,65.0,51.0,61.0,62.0,53.0,54.0,,,,,,,,47,44,57,71,42,62,50,48,69,63,67,63,59,61,68,70,57,61,48,48,58,45,63,59,49,45,,59,57,8,10,7,10,12,58+2,58+2,58+2,59+0,61+0,61+0,61+0,59+0,62+2,62+2,62+2,61+2,62+2,62+2,62+2,61+2,58+2,59+2,59+2,59+2,58+2,57+2,55+2,55+2,55+2,57+2
L. Thomas,19,177,68,England,Leicester City,English Premier League,62,78,600000,6000,LB,Left,1,2,2,High/Medium,Lean,No,1500000.0,,SUB,33.0,,2017-06-01,2024.0,,,72.0,37.0,49.0,58.0,58.0,59.0,,,,,,,,56,36,54,51,30,57,46,40,38,59,75,70,63,57,60,39,65,69,55,34,54,61,54,51,35,53,,57,57,12,7,10,11,12,51+2,51+2,51+2,55+0,53+0,53+0,53+0,55+0,53+2,53+2,53+2,56+2,52+2,52+2,52+2,56+2,60+2,55+2,55+2,55+2,60+2,60+2,57+2,57+2,57+2,60+2
O. Schönfelder,19,181,74,Germany,SV Werder Bremen,German 1. Bundesliga,62,78,650000,3000,"LM, LB",Left,1,3,2,Medium/Medium,Normal,No,1500000.0,,RES,16.0,,2020-07-01,2023.0,,,75.0,57.0,55.0,62.0,47.0,57.0,,,,,,,,60,60,43,56,58,62,58,41,54,67,76,74,54,53,62,61,51,62,57,49,51,48,53,50,54,55,,53,52,13,8,10,13,6,58+2,58+2,58+2,61+0,59+0,59+0,59+0,61+0,58+2,58+2,58+2,61+2,56+2,56+2,56+2,61+2,57+2,53+2,53+2,53+2,57+2,56+2,51+2,51+2,51+2,56+2
I. Poveda,20,167,64,England,Leeds United,English Premier League,62,77,675000,11000,"RM, LM, CAM",Left,1,3,3,High/Medium,Normal,No,1800000.0,,SUB,7.0,,2020-01-24,2024.0,,,76.0,53.0,55.0,66.0,31.0,49.0,,,,,,,Technical Dribbler (AI),55,58,27,60,45,64,38,36,48,67,78,75,74,59,73,52,43,55,52,45,33,27,48,59,47,64,,31,28,7,9,7,8,11,55+2,55+2,55+2,62+0,60+0,60+0,60+0,62+0,61+2,61+2,61+2,61+2,55+2,55+2,55+2,61+2,50+2,45+2,45+2,45+2,50+2,47+2,38+2,38+2,38+2,47+2
K. Ramsay,19,177,66,England,Southampton,English Premier League,62,77,600000,4000,RB,Right,1,2,2,Medium/Medium,Lean,Yes,1500000.0,,RES,42.0,,2018-09-19,2021.0,,,70.0,33.0,45.0,60.0,59.0,63.0,,,,,,,,61,29,58,47,40,62,39,34,34,54,71,70,61,59,71,31,62,61,66,33,59,58,49,39,45,44,,66,62,12,10,9,6,15,49+2,49+2,49+2,53+0,50+0,50+0,50+0,53+0,49+2,49+2,49+2,54+2,49+2,49+2,49+2,54+2,59+2,54+2,54+2,54+2,59+2,60+2,59+2,59+2,59+2,60+2
J. Vokins,20,180,70,England,Southampton,English Premier League,62,76,625000,6000,"LB, LWB",Left,1,3,2,High/Medium,Normal,Yes,1600000.0,,SUB,29.0,,2016-08-01,2024.0,,,71.0,45.0,51.0,63.0,59.0,58.0,,,,,,,,63,34,47,54,29,65,53,38,32,57,71,71,71,60,60,64,62,62,56,50,57,59,57,50,50,56,,61,58,6,5,15,5,14,54+2,54+2,54+2,58+0,56+0,56+0,56+0,58+0,55+2,55+2,55+2,58+2,53+2,53+2,53+2,58+2,61+2,55+2,55+2,55+2,61+2,60+2,58+2,58+2,58+2,60+2
T. Müsel,20,185,76,Germany,Borussia Mönchengladbach,German 1. Bundesliga,62,76,675000,5000,ST,Right,1,3,2,Medium/Medium,Lean,No,1600000.0,,SUB,26.0,,2018-07-01,2021.0,,,68.0,61.0,57.0,66.0,28.0,54.0,,,,,,,,56,65,55,64,57,66,56,56,50,68,68,68,67,51,64,60,53,54,61,55,35,28,59,51,53,44,,25,27,13,13,8,8,8,62+2,62+2,62+2,62+0,62+0,62+0,62+0,62+0,61+2,61+2,61+2,61+2,55+2,55+2,55+2,61+2,47+2,44+2,44+2,44+2,47+2,45+2,39+2,39+2,39+2,45+2
F. Caligara,20,180,74,Italy,Cagliari,Italian Serie A,62,76,650000,4000,"CM, RM, LM",Left,1,2,2,Medium/Medium,Normal,No,1600000.0,,RCM,12.0,,2018-01-31,2023.0,,,54.0,52.0,61.0,63.0,60.0,60.0,,,,,,,,48,43,60,70,51,60,47,65,62,68,55,53,60,58,68,63,60,51,67,61,54,59,54,62,45,59,,58,59,6,10,12,10,10,57+2,57+2,57+2,58+0,59+0,59+0,59+0,58+0,61+2,61+2,61+2,58+2,62+2,62+2,62+2,58+2,58+2,62+2,62+2,62+2,58+2,58+2,61+2,61+2,61+2,58+2
J. Krahl,20,194,90,Germany,1. FC Köln,German 1. Bundesliga,62,76,575000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,1400000.0,,RES,32.0,,2019-07-01,2022.0,,,,,,,,,69.0,59.0,57.0,71.0,32.0,52.0,,12,8,14,22,7,8,10,9,20,18,27,36,32,51,33,43,58,19,70,13,31,12,8,28,14,22,,14,13,69,59,57,52,71,23+2,23+2,23+2,19+0,21+0,21+0,21+0,19+0,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,20+2,22+2,22+2,22+2,20+2,20+2,25+2,25+2,25+2,20+2
Vinicius,21,188,82,Brazil,Bologna,Italian Serie A,62,76,575000,3000,GK,Right,1,2,1,Medium/Medium,Normal,No,1400000.0,,RES,45.0,,2018-07-01,2023.0,,,,,,,,,68.0,58.0,54.0,72.0,58.0,54.0,,12,5,10,34,18,22,13,14,32,24,58,58,59,50,54,41,64,36,64,18,16,15,4,30,16,45,,12,13,68,58,54,54,72,25+2,25+2,25+2,27+0,26+0,26+0,26+0,27+0,28+2,28+2,28+2,29+2,27+2,27+2,27+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2,24+2,24+2,24+2,26+2
H. Mbock,20,186,82,France,Stade Brestois 29,French Ligue 1,62,76,650000,3000,CM,Right,1,3,3,Medium/Medium,Lean,No,1700000.0,,SUB,28.0,,2019-07-01,2024.0,,,63.0,58.0,61.0,66.0,55.0,45.0,,,,,,,Long Shot Taker (AI),48,51,54,70,33,68,52,40,68,68,65,61,58,53,69,76,59,31,43,68,64,49,56,61,45,43,,59,59,9,7,12,8,10,59+2,59+2,59+2,61+0,62+0,62+0,62+0,61+0,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,55+2,58+2,58+2,58+2,55+2,55+2,56+2,56+2,56+2,55+2
Tòfol Montiel,20,178,64,Spain,Fiorentina,Italian Serie A,62,76,675000,6000,CAM,Left,1,3,4,High/Medium,Lean,No,1600000.0,,RES,28.0,,2019-07-01,2023.0,,,67.0,58.0,58.0,68.0,39.0,48.0,,,,,,,"Flair, Technical Dribbler (AI)",52,54,40,62,52,68,56,52,58,68,66,68,68,58,70,66,60,50,48,60,44,28,58,60,56,60,,44,40,14,9,14,11,12,58+2,58+2,58+2,62+0,62+0,62+0,62+0,62+0,62+2,62+2,62+2,61+2,58+2,58+2,58+2,61+2,51+2,50+2,50+2,50+2,51+2,49+2,44+2,44+2,44+2,49+2
M. Doucouré,22,183,78,France,Borussia Mönchengladbach,German 1. Bundesliga,62,75,550000,5000,"CB, CDM",Left,1,3,2,Medium/Medium,Normal,No,1300000.0,,RES,4.0,,2016-07-01,2022.0,,,63.0,31.0,48.0,54.0,62.0,59.0,,,,,,,Injury Prone,35,21,56,59,31,48,30,35,50,56,62,64,65,58,66,56,74,34,69,28,63,58,29,48,44,45,,65,62,12,7,6,9,6,46+2,46+2,46+2,47+0,47+0,47+0,47+0,47+0,49+2,49+2,49+2,48+2,50+2,50+2,50+2,48+2,54+2,57+2,57+2,57+2,54+2,56+2,62+2,62+2,62+2,56+2
P. Struijk,20,190,79,Netherlands,Leeds United,English Premier League,62,75,550000,10000,"CB, CDM",Left,1,3,2,Medium/High,Normal,No,1400000.0,,SUB,21.0,,2018-01-30,2022.0,,,55.0,34.0,52.0,54.0,61.0,65.0,,,,,,,,30,23,64,65,34,53,42,32,62,60,54,55,46,54,50,60,70,59,68,30,65,62,33,52,45,61,,59,57,14,8,8,10,14,48+2,48+2,48+2,47+0,49+0,49+0,49+0,47+0,51+2,51+2,51+2,50+2,56+2,56+2,56+2,50+2,55+2,61+2,61+2,61+2,55+2,56+2,62+2,62+2,62+2,56+2
A. Zekaj,20,187,83,Kosovo,LOSC Lille,French Ligue 1,62,75,550000,4000,CDM,Right,1,3,2,Medium/Medium,Lean,No,1400000.0,,RES,38.0,,2018-07-04,2021.0,,,55.0,45.0,58.0,58.0,61.0,66.0,,,,,,,,50,43,58,66,35,57,44,48,60,60,55,55,57,59,48,58,51,61,71,38,64,56,44,56,51,55,,60,64,6,10,7,9,8,53+2,53+2,53+2,54+0,54+0,54+0,54+0,54+0,56+2,56+2,56+2,56+2,58+2,58+2,58+2,56+2,59+2,61+2,61+2,61+2,59+2,59+2,62+2,62+2,62+2,59+2
K. John,19,176,68,England,Everton,English Premier League,62,75,525000,6000,"RB, RM",Right,1,2,2,High/Medium,Lean,No,1300000.0,,RES,48.0,,2019-03-05,2021.0,,,70.0,42.0,53.0,61.0,60.0,53.0,,,,,,,,60,45,50,56,34,56,54,35,45,61,71,69,79,56,85,39,69,62,44,40,58,58,58,52,35,61,,60,60,6,11,9,13,9,52+2,52+2,52+2,58+0,55+0,55+0,55+0,58+0,56+2,56+2,56+2,58+2,55+2,55+2,55+2,58+2,60+2,57+2,57+2,57+2,60+2,60+2,58+2,58+2,58+2,60+2
L. Badé,20,191,80,France,Racing Club de Lens,French Ligue 1,62,75,550000,4000,CB,Right,1,3,2,Low/High,Normal,No,1400000.0,,SUB,4.0,,2020-07-01,2023.0,,,60.0,29.0,42.0,45.0,62.0,67.0,,,,,,,,31,25,60,59,24,36,28,23,48,56,61,59,52,51,45,42,71,67,69,25,63,59,26,29,33,53,,63,63,7,6,14,7,7,43+2,43+2,43+2,42+0,42+0,42+0,42+0,42+0,43+2,43+2,43+2,45+2,48+2,48+2,48+2,45+2,56+2,58+2,58+2,58+2,56+2,58+2,62+2,62+2,62+2,58+2
A. Mahmoud,20,187,75,Mauritania,Deportivo Alavés,Spain Primera Division,62,75,575000,3000,"CM, CDM, CB",Right,1,3,2,Medium/High,Lean,No,1600000.0,,RES,30.0,,2018-08-08,2021.0,,,63.0,51.0,52.0,61.0,61.0,69.0,,,,,,,,28,50,53,64,22,61,33,31,58,64,60,66,58,60,47,54,68,67,74,58,60,65,64,61,37,48,,64,55,12,12,12,12,12,58+2,58+2,58+2,58+0,60+0,60+0,60+0,58+0,61+2,61+2,61+2,58+2,62+2,62+2,62+2,58+2,58+2,63+2,63+2,63+2,58+2,59+2,62+2,62+2,62+2,59+2
C. Özkacar,19,190,80,Turkey,Olympique Lyonnais,French Ligue 1,62,75,525000,5000,CB,Left,1,3,2,Medium/Medium,Normal,No,1300000.0,,SUB,32.0,,2020-08-18,2025.0,,,54.0,28.0,49.0,53.0,60.0,67.0,,,,,,,,29,21,61,60,28,51,29,33,58,59,53,55,46,57,48,42,62,50,76,21,66,60,44,53,45,58,,62,58,11,8,10,9,5,47+2,47+2,47+2,47+0,48+0,48+0,48+0,47+0,50+2,50+2,50+2,50+2,54+2,54+2,54+2,50+2,54+2,60+2,60+2,60+2,54+2,55+2,62+2,62+2,62+2,55+2
T. Siersleben,20,187,80,Germany,VfL Wolfsburg,German 1. Bundesliga,62,75,550000,5000,"CB, LB",Left,1,2,2,Medium/Medium,Lean,No,1300000.0,,RES,39.0,,2020-09-15,2021.0,,,65.0,33.0,47.0,53.0,63.0,63.0,,,,,,,,48,23,60,59,27,51,27,30,45,57,63,67,52,62,51,45,67,58,67,41,56,60,26,36,47,57,,67,64,6,11,11,9,15,46+2,46+2,46+2,49+0,47+0,47+0,47+0,49+0,48+2,48+2,48+2,50+2,51+2,51+2,51+2,50+2,59+2,58+2,58+2,58+2,59+2,61+2,62+2,62+2,62+2,61+2
C. Herrmann,20,190,83,Germany,VfL Wolfsburg,German 1. Bundesliga,62,75,600000,6000,ST,Right,1,4,2,Medium/Low,Lean,No,1400000.0,,RES,28.0,,2020-09-19,2022.0,,,68.0,62.0,49.0,55.0,31.0,64.0,,,,,,,,40,63,63,55,60,53,54,43,40,61,67,68,49,60,47,65,60,58,69,60,61,26,59,52,57,58,,26,31,10,6,9,10,8,62+2,62+2,62+2,57+0,59+0,59+0,59+0,57+0,57+2,57+2,57+2,56+2,52+2,52+2,52+2,56+2,45+2,44+2,44+2,44+2,45+2,44+2,44+2,44+2,44+2,44+2
T. O'Connor,21,180,70,Republic of Ireland,Southampton,English Premier League,62,74,500000,6000,"LB, CM",Left,1,3,2,Medium/Medium,Normal,No,1100000.0,,RES,39.0,,2016-08-01,2021.0,,,66.0,46.0,59.0,58.0,57.0,69.0,,,,,,,,54,39,61,66,46,56,42,48,64,61,64,68,57,60,68,64,78,69,70,42,62,56,54,55,54,49,,60,55,8,8,12,9,7,56+2,56+2,56+2,57+0,57+0,57+0,57+0,57+0,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,60+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,60+2
F. Melegoni,21,186,74,Italy,Genoa,Italian Serie A,62,74,525000,2000,CM,Right,1,2,2,Medium/Medium,Lean,No,,,SUB,24.0,Atalanta,,2021.0,,,56.0,53.0,65.0,63.0,55.0,53.0,,,,,,,,59,49,49,68,50,60,59,57,68,65,61,52,66,60,70,66,47,60,51,47,49,47,55,69,64,59,,58,58,12,13,6,7,7,56+2,56+2,56+2,60+0,60+0,60+0,60+0,60+0,62+2,62+2,62+2,61+2,62+2,62+2,62+2,61+2,58+2,59+2,59+2,59+2,58+2,58+2,55+2,55+2,55+2,58+2
A. Koiki,20,187,81,England,Burnley,English Premier League,62,74,500000,6000,LB,Left,1,2,3,High/Medium,Normal,Yes,1100000.0,,RES,42.0,,2017-07-01,2023.0,,,77.0,54.0,52.0,62.0,55.0,65.0,,,,,,,,59,54,53,57,49,61,48,34,49,62,77,77,69,53,64,59,54,67,69,51,57,56,51,45,59,44,,58,57,14,11,6,9,7,58+2,58+2,58+2,59+0,58+0,58+0,58+0,59+0,57+2,57+2,57+2,59+2,55+2,55+2,55+2,59+2,60+2,56+2,56+2,56+2,60+2,60+2,57+2,57+2,57+2,60+2
G. Marsh,21,178,68,England,Tottenham Hotspur,English Premier League,62,74,500000,8000,"CDM, RB",Right,1,3,2,Medium/Medium,Lean,Yes,1100000.0,,RES,43.0,,2017-07-01,2021.0,,,61.0,44.0,57.0,57.0,60.0,64.0,,,,,,,,56,41,53,63,36,54,47,43,60,60,66,57,57,58,65,60,73,71,57,35,68,60,39,53,49,54,,64,62,7,14,9,5,10,51+2,51+2,51+2,54+0,53+0,53+0,53+0,54+0,54+2,54+2,54+2,56+2,57+2,57+2,57+2,56+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2
M. Shabani,21,185,70,Germany,Wolverhampton Wanderers,English Premier League,62,74,550000,9000,"CAM, ST, RW",Right,1,3,3,High/Medium,Lean,No,1200000.0,,SUB,38.0,,2019-08-08,2022.0,,,68.0,53.0,62.0,65.0,35.0,55.0,,,,,,,"Flair, Technical Dribbler (AI)",53,52,46,69,47,65,48,46,68,67,69,67,68,43,63,57,57,55,58,56,46,28,46,64,52,67,,36,35,5,8,11,8,15,55+2,55+2,55+2,60+0,59+0,59+0,59+0,60+0,62+2,62+2,62+2,61+2,59+2,59+2,59+2,61+2,49+2,50+2,50+2,50+2,49+2,47+2,43+2,43+2,43+2,47+2
G. Innocent,20,192,90,France,Paris Saint-Germain,French Ligue 1,62,74,450000,5000,GK,Right,1,3,1,Medium/Medium,Normal,No,923000.0,,RES,40.0,,2018-05-31,2023.0,,,,,,,,,62.0,59.0,61.0,64.0,31.0,61.0,,10,6,11,24,9,12,14,11,22,15,30,31,37,53,35,46,57,25,64,9,22,10,5,26,14,25,,13,12,62,59,61,61,64,22+2,22+2,22+2,19+0,20+0,20+0,20+0,19+0,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,19+2,22+2,22+2,22+2,19+2
S. Kyei,20,187,84,France,Stade de Reims,French Ligue 1,62,74,550000,4000,"ST, RW, LW",Right,1,2,2,Medium/Medium,Normal,No,1200000.0,,RES,34.0,,2019-07-01,2021.0,,,76.0,61.0,48.0,57.0,20.0,66.0,,,,,,,,42,61,63,59,51,58,44,41,38,57,75,77,56,57,49,68,68,60,73,55,56,15,55,45,67,44,,12,12,13,15,6,11,13,62+2,62+2,62+2,58+0,59+0,59+0,59+0,58+0,56+2,56+2,56+2,57+2,49+2,49+2,49+2,57+2,42+2,39+2,39+2,39+2,42+2,39+2,37+2,37+2,37+2,39+2
Dani Sandoval,22,178,71,Spain,Levante UD,Spain Primera Division,62,74,550000,4000,"LM, RM",Left,1,3,3,Medium/Low,Lean,No,1300000.0,,RES,31.0,,2019-07-13,2021.0,,,75.0,58.0,56.0,64.0,19.0,48.0,,,,,,,,59,55,42,57,58,64,52,48,55,63,75,75,73,58,66,63,48,51,48,61,45,23,56,56,51,57,,15,22,8,12,10,12,11,58+2,58+2,58+2,62+0,61+0,61+0,61+0,62+0,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,45+2,41+2,41+2,41+2,45+2,42+2,33+2,33+2,33+2,42+2
J. Benson,20,175,74,England,Burnley,English Premier League,62,74,500000,6000,"CDM, CM",Right,1,3,2,Medium/Medium,Normal,Yes,1100000.0,,SUB,41.0,,2019-01-29,2021.0,,,68.0,56.0,62.0,63.0,56.0,64.0,,,,,,,,57,54,48,65,52,61,61,62,63,61,69,67,74,58,75,58,67,69,62,59,62,57,52,60,52,59,,59,55,10,12,5,5,13,57+2,57+2,57+2,60+0,59+0,59+0,59+0,60+0,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,60+2,58+2,58+2,58+2,60+2
A. Ali Mohamed,21,178,70,Comoros,Olympique de Marseille,French Ligue 1,62,74,500000,4000,RB,Right,1,3,2,Medium/Medium,Normal,No,1100000.0,,RES,31.0,,2019-07-03,2022.0,,,75.0,39.0,53.0,66.0,57.0,55.0,,,,,,,,64,34,34,54,34,65,57,43,43,63,73,76,81,56,78,57,55,48,54,32,66,54,51,48,32,53,,63,69,9,7,7,8,8,51+2,51+2,51+2,58+0,55+0,55+0,55+0,58+0,55+2,55+2,55+2,58+2,53+2,53+2,53+2,58+2,61+2,56+2,56+2,56+2,61+2,60+2,57+2,57+2,57+2,60+2
C. Boli,21,175,65,France,Racing Club de Lens,French Ligue 1,62,74,550000,5000,"LM, RM",Left,1,3,3,Medium/Medium,Lean,No,1200000.0,,RES,19.0,,2019-05-16,2024.0,,,65.0,53.0,59.0,67.0,30.0,43.0,,,,,,,,58,53,33,61,48,68,58,51,54,64,68,63,74,61,70,54,37,41,45,54,44,27,58,61,48,62,,29,31,8,12,11,11,12,56+2,56+2,56+2,62+0,60+0,60+0,60+0,62+0,62+2,62+2,62+2,61+2,56+2,56+2,56+2,61+2,47+2,45+2,45+2,45+2,47+2,44+2,38+2,38+2,38+2,44+2
Z. Ould Khaled,20,195,79,France,Angers SCO,French Ligue 1,62,74,500000,3000,"CDM, CM",Right,1,3,2,Medium/Medium,Lean,No,1100000.0,,SUB,12.0,,2019-06-17,2022.0,,,56.0,47.0,56.0,62.0,61.0,67.0,,,,,,,,42,41,62,64,42,64,50,53,62,64,57,55,58,55,38,63,58,64,71,45,65,56,56,52,46,47,,64,62,7,12,7,12,9,56+2,56+2,56+2,56+0,57+0,57+0,57+0,56+0,58+2,58+2,58+2,57+2,59+2,59+2,59+2,57+2,58+2,61+2,61+2,61+2,58+2,59+2,62+2,62+2,62+2,59+2
A. Ngouyamsa,19,176,75,Cameroon,Dijon FCO,French Ligue 1,62,74,475000,1000,"LB, RB",Left,1,3,2,Medium/High,Normal,No,1000000.0,,SUB,19.0,,2019-07-01,2022.0,,,64.0,37.0,47.0,59.0,64.0,61.0,,,,,,,Long Throw-in,54,27,62,55,30,69,39,37,35,44,64,64,58,55,58,38,60,60,61,54,60,59,52,41,46,49,,71,66,10,13,15,12,10,49+2,49+2,49+2,53+0,51+0,51+0,51+0,53+0,51+2,51+2,51+2,53+2,51+2,51+2,51+2,53+2,59+2,56+2,56+2,56+2,59+2,60+2,62+2,62+2,62+2,60+2
A. Flips,20,173,70,France,LOSC Lille,French Ligue 1,62,74,550000,4000,"RM, LM",Right,1,3,3,High/Low,Lean,No,1200000.0,,RES,35.0,,2019-07-01,2024.0,,,65.0,55.0,62.0,65.0,40.0,53.0,,,,,,,,64,51,50,62,55,65,62,55,60,65,66,64,68,52,78,60,47,57,55,56,43,26,58,61,65,58,,49,44,10,10,6,7,10,57+2,57+2,57+2,61+0,60+0,60+0,60+0,61+0,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,52+2,50+2,50+2,50+2,52+2,51+2,46+2,46+2,46+2,51+2
K. Jakob,22,183,74,Germany,FC Augsburg,German 1. Bundesliga,62,73,475000,4000,"LB, LM",Left,1,3,2,Medium/Medium,Lean,No,950000.0,,RES,30.0,,2017-08-30,2022.0,,,67.0,36.0,54.0,61.0,57.0,61.0,,,,,,,,58,29,59,64,35,57,43,39,54,66,68,66,69,58,66,46,58,65,59,41,61,59,40,41,43,47,,56,58,14,7,14,6,8,50+2,50+2,50+2,55+0,52+0,52+0,52+0,55+0,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,61+2,59+2,59+2,59+2,61+2,60+2,59+2,59+2,59+2,60+2
