short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
Matheus Fernandes,22,183,71,Brazil,FC Barcelona,Spain Primera Division,68,77,1400000,37000,CM,Right,1,3,3,Medium/Medium,Lean,No,3200000.0,NoTag,RES,34.0,,2020-08-04,2025.0,,,67.0,58.0,63.0,72.0,66.0,73.0,,52,49,71,68,56,74,67,47,65,72,69,66,65,70,64,75,82,78,70,62,74,61,58,65,47,65,,71,70,15,15,7,7,6,65+2,65+2,65+2,65+0,66+0,66+0,66+0,65+0,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,67+2,68+2,68+2,68+2,67+2,67+2,68+2,68+2,68+2,67+2
T. Ambrose,23,178,76,France,FC Metz,French Ligue 1,68,76,1300000,7000,"LW, LM",Right,1,4,4,High/Medium,Stocky,Yes,2900000.0,NoTag,SUB,9.0,,2020-06-16,2023.0,,,80.0,65.0,59.0,70.0,29.0,67.0,Long Shot Taker (AI),66,66,66,65,50,71,49,36,54,70,77,82,72,58,75,74,90,69,76,56,34,20,67,55,71,58,,21,29,9,11,16,11,7,68+2,68+2,68+2,68+0,67+0,67+0,67+0,68+0,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,52+2,46+2,46+2,46+2,52+2,49+2,43+2,43+2,43+2,49+2
Q. Boisgard,23,174,75,France,FC Lorient,French Ligue 1,68,76,1300000,10000,"CAM, CM, LM",Right,1,4,3,Medium/Medium,Normal,No,2900000.0,NoTag,CAM,11.0,,2020-07-02,2024.0,,,63.0,62.0,69.0,70.0,45.0,63.0,,64,63,48,74,60,72,64,53,73,72,64,62,64,61,67,61,56,72,59,61,63,32,65,67,53,65,,48,46,13,5,8,9,7,63+2,63+2,63+2,67+0,67+0,67+0,67+0,67+0,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,58+2,59+2,59+2,59+2,58+2,56+2,51+2,51+2,51+2,56+2
J. Sambia,23,185,73,France,Montpellier HSC,French Ligue 1,68,75,1200000,11000,"CM, RB",Right,1,4,3,Medium/Medium,Lean,No,2600000.0,NoTag,SUB,6.0,,2018-07-01,2022.0,,,75.0,68.0,71.0,71.0,63.0,68.0,,76,64,59,69,59,73,73,75,68,68,71,78,77,65,70,78,79,73,68,71,60,61,59,68,61,68,,65,65,9,11,14,11,16,67+2,67+2,67+2,69+0,68+0,68+0,68+0,69+0,68+2,68+2,68+2,70+2,68+2,68+2,68+2,70+2,68+2,66+2,66+2,66+2,68+2,67+2,65+2,65+2,65+2,67+2
K. Edwards,22,172,64,England,West Bromwich Albion,English Premier League,68,75,1300000,24000,"LM, LW, RM",Right,1,3,4,Medium/Medium,Normal,Yes,2900000.0,NoTag,SUB,21.0,,2015-09-23,2021.0,,,79.0,55.0,63.0,75.0,37.0,55.0,"Flair, Technical Dribbler (AI)",64,54,45,62,48,75,69,60,59,75,78,79,79,61,79,64,66,66,51,50,50,35,58,65,55,68,,41,40,10,6,5,9,11,61+2,61+2,61+2,67+0,65+0,65+0,65+0,67+0,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,56+2,52+2,52+2,52+2,56+2,53+2,45+2,45+2,45+2,53+2
Aguado,24,175,70,Spain,Real Valladolid CF,Spain Primera Division,68,75,1200000,7000,"CM, CDM, CAM",Right,1,3,3,High/Medium,Normal,No,2800000.0,NoTag,RES,38.0,,2019-01-25,2023.0,,,65.0,63.0,68.0,69.0,53.0,43.0,,55,64,53,74,68,67,65,49,70,70,67,64,75,65,78,58,58,64,31,65,44,55,64,73,52,67,,62,55,12,12,8,6,11,62+2,62+2,62+2,67+0,67+0,67+0,67+0,67+0,69+2,69+2,69+2,67+2,68+2,68+2,68+2,67+2,61+2,61+2,61+2,61+2,61+2,60+2,53+2,53+2,53+2,60+2
F. El Melali,23,168,65,Algeria,Angers SCO,French Ligue 1,68,75,1300000,8000,RM,Right,1,3,3,High/Medium,Normal,No,2900000.0,NoTag,SUB,28.0,,2018-08-09,2023.0,,,70.0,61.0,63.0,77.0,30.0,35.0,Speed Dribbler (AI),66,71,41,66,53,83,49,43,57,71,72,68,68,54,90,55,33,37,35,45,35,19,67,66,66,61,,36,38,5,8,8,13,10,62+2,62+2,62+2,69+0,67+0,67+0,67+0,69+0,68+2,68+2,68+2,67+2,59+2,59+2,59+2,67+2,50+2,45+2,45+2,45+2,50+2,46+2,37+2,37+2,37+2,46+2
W. Kaptoum,23,174,72,Cameroon,Real Betis,Spain Primera Division,68,74,1200000,8000,"CM, CDM",Right,1,3,3,Medium/Medium,Normal,No,2800000.0,NoTag,RES,27.0,,2018-01-30,2022.0,,,60.0,61.0,66.0,71.0,60.0,60.0,,56,59,45,73,40,69,57,39,71,73,62,59,77,65,81,68,66,59,61,65,56,59,57,70,50,73,,64,62,11,13,15,13,15,62+2,62+2,62+2,65+0,65+0,65+0,65+0,65+0,68+2,68+2,68+2,65+2,68+2,68+2,68+2,65+2,63+2,65+2,65+2,65+2,63+2,62+2,61+2,61+2,61+2,62+2
Z. Machach,24,184,77,France,Napoli,Italian Serie A,68,74,1200000,18000,"CAM, CM, ST",Right,1,3,3,Medium/Medium,Normal,No,2300000.0,NoTag,RES,48.0,,2018-01-12,2022.0,,,71.0,63.0,70.0,70.0,43.0,71.0,,70,62,59,71,62,71,64,58,71,71,74,69,68,61,68,66,64,73,70,63,75,49,63,70,57,68,,52,57,13,8,11,11,9,65+2,65+2,65+2,68+0,67+0,67+0,67+0,68+0,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,61+2,60+2,60+2,60+2,61+2,59+2,55+2,55+2,55+2,59+2
L. Coulibaly,24,183,77,Mali,Angers SCO,French Ligue 1,68,74,1100000,7000,"CDM, CM",Right,1,3,3,High/Medium,Stocky,No,2400000.0,NoTag,CM,9.0,,2017-07-05,2021.0,,,74.0,54.0,61.0,68.0,65.0,71.0,,51,52,64,70,43,67,54,42,64,68,71,76,71,67,66,59,64,75,70,53,70,67,62,61,49,62,,64,66,9,12,14,8,6,63+2,63+2,63+2,64+0,64+0,64+0,64+0,64+0,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,66+2
F. Wadja,25,185,83,Cameroon,FC Lorient,French Ligue 1,68,74,1100000,10000,"CDM, CM",Right,1,3,2,High/Medium,Normal,No,2400000.0,Strength,SUB,24.0,,2017-07-01,2022.0,,,69.0,40.0,61.0,59.0,66.0,84.0,,58,31,65,67,41,55,55,39,64,61,68,69,65,63,66,51,73,90,86,41,74,65,54,57,48,56,,65,64,9,9,11,8,5,55+2,55+2,55+2,57+0,56+0,56+0,56+0,57+0,58+2,58+2,58+2,61+2,62+2,62+2,62+2,61+2,66+2,67+2,67+2,67+2,66+2,67+2,68+2,68+2,68+2,67+2
C. Bayala,24,181,68,Burkina Faso,Racing Club de Lens,French Ligue 1,68,74,1200000,13000,"RM, RW",Right,1,3,3,High/Medium,Lean,No,2600000.0,NoTag,RES,31.0,,2017-08-31,2021.0,,,82.0,63.0,62.0,68.0,37.0,64.0,,65,64,59,64,51,70,60,41,59,65,80,84,72,60,63,70,59,73,69,56,42,27,66,63,56,61,,37,35,7,13,6,8,10,66+2,66+2,66+2,67+0,66+0,66+0,66+0,67+0,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,55+2,51+2,51+2,51+2,55+2,53+2,47+2,47+2,47+2,53+2
L. Palmiero,24,177,74,Italy,Napoli,Italian Serie A,68,73,1200000,18000,"CM, CDM",Right,1,2,3,Medium/Medium,Normal,No,2100000.0,NoTag,RES,43.0,,2018-07-25,2021.0,,,63.0,64.0,70.0,69.0,61.0,61.0,Playmaker (AI),66,62,56,74,64,70,67,69,69,73,63,63,66,62,56,69,66,69,56,62,64,61,65,68,64,68,,59,56,15,6,12,7,7,65+2,65+2,65+2,67+0,67+0,67+0,67+0,67+0,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,63+2,61+2,61+2,61+2,63+2
M. Vulic,23,183,76,Serbia,Crotone,Italian Serie A,68,73,1200000,5000,CM,Right,1,3,2,Medium/Medium,Lean,No,2300000.0,NoTag,SUB,77.0,,2020-09-05,2023.0,,,64.0,62.0,69.0,67.0,56.0,59.0,,64,61,59,76,39,68,47,68,69,70,63,64,52,67,68,69,69,69,56,65,52,55,70,65,49,64,,61,59,11,7,5,6,9,65+2,65+2,65+2,67+0,67+0,67+0,67+0,67+0,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,64+2,63+2,63+2,63+2,64+2,62+2,59+2,59+2,59+2,62+2
K. Kodro,26,190,80,Bosnia Herzegovina,Athletic Club de Bilbao,Spain Primera Division,68,69,1100000,10000,"ST, CAM",Right,1,3,3,Medium/Low,Normal,No,2400000.0,NoTag,RES,19.0,,2019-01-31,2022.0,,,56.0,67.0,59.0,66.0,40.0,69.0,,59,69,69,64,66,67,42,40,56,73,51,60,50,65,55,72,69,63,74,59,63,30,69,63,60,64,,39,35,7,14,15,6,12,68+1,68+1,68+1,64+0,66+0,66+0,66+0,64+0,65+2,65+2,65+2,64+2,62+2,62+2,62+2,64+2,52+2,53+2,53+2,53+2,52+2,50+2,51+2,51+2,51+2,50+2
F. Sammaritano,34,162,64,France,Dijon FCO,French Ligue 1,68,68,450000,6000,LM,Right,1,4,3,Medium/Medium,Stocky,No,900000.0,NoTag,SUB,7.0,,2015-07-01,2021.0,,,57.0,62.0,70.0,72.0,26.0,41.0,"Injury Prone, Team Player, Technical Dribbler (AI)",61,62,39,72,66,71,80,70,71,72,64,51,68,70,91,62,30,47,33,59,58,33,70,73,64,63,,17,12,10,11,11,6,16,62+2,62+2,62+2,67+0,67+0,67+0,67+0,67+0,69+,69+,69+,67+1,65+2,65+2,65+2,67+1,48+2,49+2,49+2,49+2,48+2,43+2,36+2,36+2,36+2,43+2
C. Groß,31,183,75,Germany,SV Werder Bremen,German 1. Bundesliga,68,68,675000,10000,"CB, CDM",Right,1,3,2,Medium/Medium,Normal,No,1100000.0,NoTag,SUB,36.0,,2019-08-17,2021.0,,,62.0,55.0,60.0,64.0,68.0,69.0,Team Player,52,54,63,67,35,61,40,53,60,66,59,65,66,69,65,57,68,66,69,55,72,67,59,64,63,76,,68,70,7,8,6,16,12,61+2,61+2,61+2,61+0,62+0,62+0,62+0,61+0,63+2,63+2,63+2,62+2,64+2,64+2,64+2,62+2,65+2,67+1,67+1,67+1,65+2,66+2,68+0,68+0,68+0,66+2
J. Edmundsson,28,185,83,Faroe Islands,DSC Arminia Bielefeld,German 1. Bundesliga,68,68,900000,10000,"CAM, RW, CM",Left,1,4,3,Medium/Medium,Lean,No,1600000.0,NoTag,SUB,14.0,,2018-07-01,2021.0,,,71.0,64.0,64.0,70.0,42.0,69.0,Flair,64,67,53,68,50,69,56,57,56,71,74,68,75,69,63,65,67,78,69,63,56,42,68,65,48,64,,43,28,15,8,15,14,6,66+2,66+2,66+2,68+0,68+0,68+0,68+0,68+0,68+0,68+0,68+0,68+0,64+2,64+2,64+2,68+0,58+2,56+2,56+2,56+2,58+2,55+2,51+2,51+2,51+2,55+2
J. Delaplace,34,168,67,France,FC Lorient,French Ligue 1,68,68,325000,11000,"RB, CM",Right,1,3,3,Medium/Medium,Normal,No,650000.0,NoTag,SUB,22.0,,2018-01-29,2021.0,,,55.0,52.0,66.0,66.0,66.0,71.0,,63,47,38,69,54,62,62,64,66,68,57,54,72,73,79,56,86,82,63,57,71,70,60,66,53,68,,68,66,9,7,12,8,9,57+2,57+2,57+2,62+0,61+0,61+0,61+0,62+0,64+2,64+2,64+2,64+2,67+1,67+1,67+1,64+2,68+0,69+,69+,69+,68+0,66+2,65+2,65+2,65+2,66+2
Ramón Folch,30,182,78,Spain,Elche CF,Spain Primera Division,68,68,825000,8000,"CM, CDM",Right,1,3,2,Medium/High,Normal,No,1800000.0,NoTag,RDM,4.0,,2019-07-01,2022.0,,,34.0,55.0,63.0,66.0,68.0,71.0,,55,48,58,71,37,65,42,48,67,69,35,33,58,70,61,65,34,86,69,62,67,71,58,65,57,68,,68,62,9,11,9,10,12,58+2,58+2,58+2,59+0,60+0,60+0,60+0,59+0,63+2,63+2,63+2,61+2,68+0,68+0,68+0,61+2,65+2,70+,70+,70+,65+2,64+2,66+2,66+2,66+2,64+2
L. Mora,32,183,80,Italy,Spezia,Italian Serie A,68,68,675000,16000,CM,Left,1,3,3,High/Medium,Normal,No,1200000.0,NoTag,SUB,6.0,,2018-01-24,2020.0,,,62.0,61.0,70.0,67.0,57.0,67.0,Outside Foot Shot,70,55,60,72,71,64,59,64,69,72,60,64,59,68,74,65,38,75,68,66,61,51,68,70,61,65,,63,58,11,13,13,12,14,64+2,64+2,64+2,66+0,66+0,66+0,66+0,66+0,67+1,67+1,67+1,68+0,68+0,68+0,68+0,68+0,64+2,64+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,63+2
R. Cherki,16,176,71,France,Olympique Lyonnais,French Ligue 1,67,88,1700000,2000,"CAM, RM, LM",Left,1,5,5,High/Low,Normal,No,4900000.0,NoTag,SUB,18.0,,2019-07-07,2023.0,,,71.0,60.0,62.0,74.0,20.0,58.0,"Flair, Chip Shot (AI), Technical Dribbler (AI)",56,61,28,67,51,75,66,70,53,73,71,71,76,63,81,64,35,56,61,57,57,21,62,64,61,64,,20,15,7,14,6,8,8,61+2,61+2,61+2,67+0,66+0,66+0,66+0,67+0,67+2,67+2,67+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,42+2,35+2,35+2,35+2,42+2
E. Ampadu,19,183,78,Wales,Sheffield United,English Premier League,67,84,1500000,5000,"CB, CDM",Right,1,3,2,Medium/Medium,Lean,Yes,,NoTag,SUB,22.0,Chelsea,,2021.0,SUB,15.0,61.0,30.0,54.0,60.0,67.0,67.0,,27,23,63,70,25,57,34,27,64,62,63,60,58,66,68,52,74,60,68,22,69,64,29,59,33,64,,69,67,13,12,9,8,12,48+2,48+2,48+2,50+0,51+0,51+0,51+0,50+0,55+2,55+2,55+2,54+2,59+2,59+2,59+2,54+2,60+2,66+2,66+2,66+2,60+2,62+2,67+2,67+2,67+2,62+2
J. Thielmann,18,178,70,Germany,1. FC Köln,German 1. Bundesliga,67,84,1600000,3000,"RM, CF",Right,1,3,2,Medium/Medium,Normal,No,3900000.0,NoTag,RM,29.0,,2019-07-01,2022.0,,,73.0,66.0,61.0,69.0,25.0,58.0,,61,64,60,63,62,69,67,44,59,68,72,74,71,66,73,70,68,59,55,69,60,28,62,64,63,56,,14,30,15,7,13,11,14,65+2,65+2,65+2,67+0,66+0,66+0,66+0,67+0,66+2,66+2,66+2,66+2,60+2,60+2,60+2,66+2,50+2,46+2,46+2,46+2,50+2,47+2,40+2,40+2,40+2,47+2
E. Le Fée,20,170,58,France,FC Lorient,French Ligue 1,67,82,1700000,7000,"CAM, CM, CDM",Right,1,3,4,Medium/Medium,Lean,No,4500000.0,NoTag,RCM,10.0,,2018-11-13,2024.0,,,65.0,51.0,70.0,72.0,53.0,45.0,,62,48,44,74,45,71,68,68,71,73,63,66,69,58,89,56,62,59,34,48,50,57,64,72,54,70,,58,53,8,11,14,13,10,57+2,57+2,57+2,65+0,64+0,64+0,64+0,65+0,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,61+2,61+2,61+2,61+2,61+2,59+2,53+2,53+2,53+2,59+2
J. Clarke,19,181,74,England,Tottenham Hotspur,English Premier League,67,81,1600000,13000,"RM, LM",Right,1,4,3,Medium/Low,Lean,No,4000000.0,NoTag,RES,47.0,,2019-07-02,2023.0,,,75.0,60.0,61.0,72.0,25.0,53.0,Technical Dribbler (AI),65,62,53,64,54,73,63,57,51,69,76,74,75,62,78,59,61,55,56,58,42,24,60,59,60,62,,20,18,9,10,9,6,10,63+2,63+2,63+2,67+0,65+0,65+0,65+0,67+0,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,49+2,44+2,44+2,44+2,49+2,45+2,38+2,38+2,38+2,45+2
E. Dina Ebimbe,19,183,77,France,Dijon FCO,French Ligue 1,67,81,1600000,3000,"RM, CM",Right,1,3,3,Medium/Medium,Normal,No,,NoTag,SUB,8.0,Paris Saint-Germain,,2021.0,,,79.0,53.0,63.0,68.0,58.0,72.0,,58,47,64,70,49,67,54,46,66,69,78,79,76,61,71,68,73,75,72,54,67,53,58,62,51,55,,61,59,6,11,14,12,5,62+2,62+2,62+2,64+0,64+0,64+0,64+0,64+0,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,64+2
J. Molumby,20,178,64,Republic of Ireland,Brighton & Hove Albion,English Premier League,67,79,1300000,13000,"CM, CDM",Right,1,3,2,Medium/Medium,Lean,No,2700000.0,NoTag,SUB,49.0,,2016-07-01,2023.0,SUB,22.0,64.0,51.0,63.0,67.0,59.0,63.0,,49,48,48,73,45,66,46,42,72,70,65,63,62,69,65,54,43,71,56,51,74,64,57,60,57,64,,63,58,8,7,10,12,9,58+2,58+2,58+2,62+0,62+0,62+0,62+0,62+0,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,64+2,66+2,66+2,66+2,64+2,62+2,61+2,61+2,61+2,62+2
R. Harper,20,188,76,England,West Bromwich Albion,English Premier League,67,79,1300000,18000,"CM, CDM",Right,1,3,3,Medium/Medium,Normal,Yes,2900000.0,NoTag,SUB,16.0,,2017-04-01,2022.0,,,68.0,53.0,65.0,68.0,60.0,72.0,,56,42,60,71,50,67,42,44,69,69,69,67,68,68,75,69,71,76,71,60,71,55,64,70,56,76,,60,59,13,10,11,13,13,62+2,62+2,62+2,64+0,65+0,65+0,65+0,64+0,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,63+2,63+2
R. Schmid,20,174,73,Austria,SV Werder Bremen,German 1. Bundesliga,67,79,1300000,7000,"CM, CAM",Right,1,3,3,High/Medium,Normal,No,2500000.0,NoTag,SUB,20.0,,2019-01-03,2023.0,,,73.0,61.0,67.0,76.0,45.0,62.0,,62,58,35,72,50,77,62,44,66,75,75,71,84,64,77,68,75,71,63,66,43,56,60,69,52,65,,42,35,7,9,7,9,6,63+2,63+2,63+2,69+0,68+0,68+0,68+0,69+0,70+2,70+2,70+2,69+2,67+2,67+2,67+2,69+2,60+2,59+2,59+2,59+2,60+2,57+2,51+2,51+2,51+2,57+2
Álex Blanco,21,175,70,Spain,Valencia CF,Spain Primera Division,67,79,1400000,8000,"LM, RM",Left,1,3,3,Medium/Medium,Lean,No,3200000.0,NoTag,SUB,37.0,,2017-07-01,2021.0,,,81.0,58.0,62.0,68.0,36.0,53.0,"Finesse Shot, Flair, Technical Dribbler (AI)",62,57,37,66,44,67,54,45,59,68,83,79,77,62,74,66,45,61,55,54,40,42,61,62,56,64,,32,28,6,8,12,14,14,61+2,61+2,61+2,66+0,65+0,65+0,65+0,66+0,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,55+2,51+2,51+2,51+2,55+2,51+2,43+2,43+2,43+2,51+2
Apa,20,170,62,Spain,Real Valladolid CF,Spain Primera Division,67,79,1200000,4000,"RB, RM",Right,1,3,3,High/Medium,Lean,No,2800000.0,NoTag,RES,37.0,,2018-07-01,2021.0,,,80.0,27.0,56.0,65.0,63.0,56.0,,65,29,63,67,27,62,33,29,42,62,82,79,82,60,79,23,61,69,53,20,47,62,41,50,35,56,,65,60,6,8,15,14,10,49+2,49+2,49+2,58+0,53+0,53+0,53+0,58+0,56+2,56+2,56+2,60+2,56+2,56+2,56+2,60+2,65+2,60+2,60+2,60+2,65+2,65+2,61+2,61+2,61+2,65+2
S. Field,22,185,65,England,West Bromwich Albion,English Premier League,67,78,1200000,19000,"CDM, CM",Left,1,3,2,Low/High,Lean,Yes,2600000.0,NoTag,RES,28.0,,2015-07-01,2022.0,,,59.0,54.0,65.0,64.0,63.0,65.0,,52,52,63,75,47,63,51,47,75,67,63,56,59,62,68,68,58,75,61,44,64,60,55,59,54,75,,65,63,12,9,7,13,10,60+2,60+2,60+2,60+0,61+0,61+0,61+0,60+0,63+2,63+2,63+2,63+2,66+2,66+2,66+2,63+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,63+2,63+2
G. Maggiore,22,184,69,Italy,Spezia,Italian Serie A,67,78,1300000,12000,CM,Right,1,3,3,Medium/Medium,Lean,No,2600000.0,NoTag,LCM,25.0,,2016-07-01,2023.0,,,61.0,55.0,62.0,65.0,61.0,67.0,,43,50,52,72,48,64,55,42,68,67,61,61,62,71,66,63,64,74,65,59,65,69,58,68,53,67,,65,63,6,8,9,8,6,60+2,60+2,60+2,61+0,63+0,63+0,63+0,61+0,65+2,65+2,65+2,63+2,67+2,67+2,67+2,63+2,64+2,67+2,67+2,67+2,64+2,63+2,63+2,63+2,63+2,63+2
V. Gyökeres,22,187,86,Sweden,Brighton & Hove Albion,English Premier League,67,78,1300000,15000,"LM, ST, RM",Right,1,3,3,Medium/Medium,Normal,Yes,2700000.0,NoTag,RES,42.0,,2018-01-01,2022.0,,,69.0,64.0,60.0,69.0,24.0,64.0,,61,67,58,67,58,71,64,33,52,67,64,73,67,65,64,65,58,69,71,62,43,18,66,58,49,60,,17,16,10,13,11,14,8,66+2,66+2,66+2,66+0,66+0,66+0,66+0,66+0,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,48+2,45+2,45+2,45+2,48+2,44+2,39+2,39+2,39+2,44+2
A. Aouchiche,17,181,72,France,AS Saint-Étienne,French Ligue 1,67,78,1100000,1000,"CM, CAM",Right,1,3,4,High/Medium,Lean,No,2400000.0,NoTag,SUB,17.0,,2020-07-20,2023.0,,,69.0,60.0,68.0,72.0,55.0,57.0,Outside Foot Shot,65,61,55,72,46,74,57,52,69,72,70,68,73,60,67,64,62,58,60,56,47,50,68,71,54,67,,55,50,8,9,14,8,7,64+2,64+2,64+2,68+0,68+0,68+0,68+0,68+0,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,61+2,61+2,61+2,61+2,61+2,60+2,57+2,57+2,57+2,60+2
Cristo González,22,178,74,Spain,Udinese,Italian Serie A,67,77,1200000,6000,"ST, LM, CAM",Right,1,2,3,Medium/Low,Lean,No,2400000.0,NoTag,RES,23.0,,2019-07-19,2024.0,,,72.0,66.0,64.0,70.0,39.0,59.0,"Flair, Technical Dribbler (AI)",54,70,58,69,60,69,64,50,60,68,75,69,76,67,73,65,65,66,58,63,52,29,72,71,54,70,,39,26,11,9,13,9,13,67+2,67+2,67+2,68+0,69+0,69+0,69+0,68+0,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,53+2,53+2,53+2,53+2,53+2,51+2,47+2,47+2,47+2,51+2
J. Valencia,22,185,79,Colombia,Bologna,Italian Serie A,67,77,1200000,9000,"CM, CAM",Right,1,3,3,Medium/Medium,Lean,No,2400000.0,NoTag,RES,56.0,,2017-02-01,2021.0,,,61.0,55.0,70.0,71.0,56.0,65.0,,70,40,50,74,58,72,70,64,68,74,58,63,64,60,64,72,59,71,65,70,58,56,56,64,60,64,,58,58,12,8,12,6,10,60+2,60+2,60+2,64+0,63+0,63+0,63+0,64+0,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,64+2,64+2,64+2,64+2,64+2,62+2,59+2,59+2,59+2,62+2
B. Baningime,21,178,70,DR Congo,Everton,English Premier League,67,77,1100000,15000,"CDM, CM",Right,1,3,2,Medium/High,Lean,Yes,2300000.0,NoTag,RES,34.0,,2016-10-13,2022.0,,,55.0,46.0,63.0,65.0,66.0,61.0,Dives Into Tackles (AI),51,36,55,71,37,66,45,47,66,62,53,57,64,62,70,61,63,60,58,55,68,69,45,66,48,69,,66,69,9,14,10,12,14,54+2,54+2,54+2,57+0,57+0,57+0,57+0,57+0,61+2,61+2,61+2,59+2,63+2,63+2,63+2,59+2,63+2,66+2,66+2,66+2,63+2,63+2,65+2,65+2,65+2,63+2
T. Pobega,20,188,78,Italy,Milan,Italian Serie A,67,77,1200000,9000,CM,Right,1,4,2,High/Medium,Normal,No,2300000.0,NoTag,RES,26.0,,2019-07-01,2022.0,,,69.0,67.0,63.0,67.0,64.0,68.0,Finesse Shot,51,69,65,69,59,66,55,54,67,69,70,69,69,62,68,68,65,70,69,70,66,63,63,64,48,57,,64,65,6,10,15,13,6,67+2,67+2,67+2,66+0,67+0,67+0,67+0,66+0,67+2,67+2,67+2,65+2,67+2,67+2,67+2,65+2,64+2,66+2,66+2,66+2,64+2,65+2,65+2,65+2,65+2,65+2
J. Onomah,23,185,70,England,Fulham,English Premier League,67,76,1200000,24000,"CM, CAM, LM",Right,1,3,3,Medium/Medium,Normal,Yes,2500000.0,NoTag,CAM,25.0,,2019-08-08,2023.0,,,71.0,63.0,64.0,72.0,54.0,64.0,,53,67,51,72,54,72,57,51,63,73,68,73,71,71,74,63,57,68,68,59,49,49,66,67,44,63,,59,46,6,13,12,9,10,66+2,66+2,66+2,68+0,69+0,69+0,69+0,68+0,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,61+2,62+2,62+2,62+2,61+2,60+2,57+2,57+2,57+2,60+2
A. Lucoqui,22,180,75,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,67,76,1100000,6000,"LB, LM",Left,1,4,2,High/Medium,Lean,No,2200000.0,NoTag,SUB,23.0,,2018-08-31,2021.0,,,77.0,44.0,62.0,67.0,61.0,70.0,,68,32,56,68,37,67,48,35,61,63,76,77,75,64,74,59,67,74,67,52,75,60,63,54,38,58,,65,61,10,9,7,9,12,58+2,58+2,58+2,63+0,61+0,61+0,61+0,63+0,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,66+2,64+2,64+2,64+2,66+2,65+2,63+2,63+2,63+2,65+2
S. Kalajdžić,22,200,76,Austria,VfB Stuttgart,German 1. Bundesliga,67,76,1200000,8000,"ST, CAM",Right,1,3,2,Medium/Medium,Lean,No,2400000.0,NoTag,ST,9.0,,2019-07-05,2023.0,,,72.0,65.0,62.0,65.0,47.0,65.0,Injury Prone,59,70,70,65,57,64,48,47,60,69,70,73,61,64,51,64,50,61,78,61,39,42,64,68,41,65,,46,47,7,6,13,14,15,67+2,67+2,67+2,66+0,67+0,67+0,67+0,66+0,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,57+2,56+2,56+2,56+2,57+2,56+2,54+2,54+2,54+2,56+2
